medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
dsmz_1684_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	1.3		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	13.0			
dsmz_1684_composition	CaCl2 x 2 H2O solution (7%)	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.0		ml			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	6.802258			no_match
dsmz_1684_composition	FeCl3 x 6 H2O solution (2%)	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O	1.0		ml			json		6							original_only	good	FeCl3	FeCl3		FeCl3.6H2O	CHEBI:30808				hydrate_pattern	high		162.2	108.09	270.28999999999996	3.69973			no_match
dsmz_1684_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	1.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1684_composition	MgSO4 x 7 H2O solution (25%)	CHEBI:32599	magnesium sulfate	Mg.O4S	1.0		ml			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	4.057207	CHEBI:31795	magnesium sulfate heptahydrate	label_match
dsmz_1684_composition	Tryptone	CAS-RN:84843-69-6			0.9		g			json		0							original_only	good	Tryptone	Tryptone		Tryptone					no_hydration	high		100.0	0.0	100.0	9.0			
dsmz_1684_composition	Yeast extract	FOODON:03315426			0.25		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.5			
dsmz_1685_composition	Agar	CHEBI:2509	agar		20.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	200.0			
dsmz_1685_composition	AlCl3	CHEBI:30114	aluminium trichloride	AlCl3	0.54		g			json		0							original_only	good	AlCl3	AlCl3		AlCl3					no_hydration	high		100.0	0.0	100.0	5.4			
dsmz_1685_composition	CaCO3	CHEBI:3311	calcium carbonate	CO3.Ca	2.8		g			json		0							original_only	good	CaCO3	CaCO3		CaCO3					no_hydration	high		100.0	0.0	100.0	28.0			
dsmz_1685_composition	CoCl2 x 6 H2O	CHEBI:35696	cobalt dichloride	2Cl.Co	0.44		g			json		6							original_only	good	CoCl2	CoCl2		CoCl2.6H2O	CHEBI:35696				hydrate_pattern	high		129.84	108.09	237.93	1.849283			no_match
dsmz_1685_composition	CuSO4	CHEBI:23414	copper(II) sulfate	Cu.O4S	0.11		g			json		0							original_only	good	CuSO4	CuSO4		CuSO4	CHEBI:23414				no_hydration	high		159.61	0.0	159.61	0.68918			
dsmz_1685_composition	Fe(NH4)2(SO4)2 x 6H2O	CHEBI:76181			1.5		g			json		6							original_only	good	Fe(NH4)2(SO4)2	Fe(NH4)2(SO4)2		Fe(NH4)2(SO4)2.6H2O					hydrate_pattern	high		100.0	108.09	208.09	7.208419			no_match
dsmz_1685_composition	FeSO4 x7 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S	1.54		g			json		7							original_only	good	FeSO4	FeSO4		FeSO4.7H2O	CHEBI:75832				hydrate_pattern	very_high		151.91	126.105	278.015	5.539269			no_match
dsmz_1685_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	1.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1685_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	0.025		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	0.25			
dsmz_1685_composition	KBr	CHEBI:32030	potassium bromide	Br.K	2.6		g			json		0							original_only	good	KBr	KBr		KBr					no_hydration	high		100.0	0.0	100.0	26.0			
dsmz_1685_composition	KNO3	CHEBI:17632	nitrate	NO3	18.7		g			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	187.0			
dsmz_1685_composition	MgSO4 x 6 H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	3.0		g			json		6							original_only	good	MgSO4	MgSO4		MgSO4.6H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	108.09	228.46	13.131402			no_match
dsmz_1685_composition	MnCl	CHEBI:7773015			0.21		g			json		0							original_only	good	MnCl	MnCl		MnCl					no_hydration	high		100.0	0.0	100.0	2.1			
dsmz_1685_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.05		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	0.934754			
dsmz_1685_composition	Na2MoO4	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	0.12		g			json		0							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4					no_hydration	high		100.0	0.0	100.0	1.2			
dsmz_1685_composition	Na2SeO4 x 10 H2O	PubChem:202320			0.2		g			json		10							original_only	good	Na2SeO4	Na2SeO4		Na2SeO4.10H2O					hydrate_pattern	high		100.0	180.15	280.15	0.713903			no_match
dsmz_1685_composition	Na2WO4	CHEBI:63940	sodium tungstate	2Na.O4W	0.16		g			json		0							original_only	good	Na2WO4	Na2WO4		Na2WO4					no_hydration	high		293.82	0.0	293.82	0.544551			
dsmz_1685_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	110.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	1882.272416			
dsmz_1685_composition	NaEDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	2.06		g			json		0							original_only	good	NaEDTA	NaEDTA		NaEDTA					no_hydration	high		100.0	0.0	100.0	20.6			
dsmz_1685_composition	NiCl2 x 6 H2O	CHEBI:34887	nickel dichloride	Cl2Ni	0.04		g			json		6							original_only	good	NiCl2	NiCl2		NiCl2.6H2O	CHEBI:34887				hydrate_pattern	high		129.6	108.09	237.69	0.168286			no_match
dsmz_1685_composition	SrCl2 x 6 H2O	CHEBI:36385	strontium dichloride hexahydrate	Cl2Sr.6H2O	0.6		g			json		6							original_only	good	SrCl2	SrCl2		SrCl2.6H2O					hydrate_pattern	high		100.0	108.09	208.09	2.883368			no_match
dsmz_1685_composition	ZnSO4 x 7 H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	0.1		g			json		7							original_only	good	ZnSO4	ZnSO4		ZnSO4.7H2O	CHEBI:62984				hydrate_pattern	high		161.47	126.105	287.575	0.347735			no_match
dsmz_1686_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
dsmz_1686_composition	Ca(NO3)2x4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3	0.04		g			json		4							original_only	good	Ca(NO3)2	Ca(NO3)2		Ca(NO3)2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	0.232477			no_match
dsmz_1686_composition	MgSO4	CHEBI:32599	magnesium sulfate	Mg.O4S	0.04		g			json		0							original_only	good	MgSO4	MgSO4		MgSO4	CHEBI:32599				no_hydration	high		120.37	0.0	120.37	0.332309			
dsmz_1686_composition	NH4NO3	CHEBI:63038			0.2		g			json		0							original_only	good	NH4NO3	NH4NO3		NH4NO3					no_hydration	high		100.0	0.0	100.0	2.0			
dsmz_1686_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.2		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	3.422313			
dsmz_1686_composition	Yeast extract	FOODON:03315426			0.2		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.0			
dsmz_1687_composition	CaCl 2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.85		g			json		2							original_only	good	CaCl 2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	high		110.98	36.03	147.01	5.78192			no_match
dsmz_1687_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.015		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	0.201207			
dsmz_1687_composition	MgCl 2 x 6 H2O	KEGG:C07755			0.05		g			json		6							original_only	good	MgCl 2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	0.245942			no_match
dsmz_1687_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.1		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	1.869508			
dsmz_1687_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.04		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	0.684463			
dsmz_1687_composition	NaNO3	CHEBI:63005			0.1		g			json		0							original_only	good	NaNO3	NaNO3		NaNO3					no_hydration	high		100.0	0.0	100.0	1.0			
dsmz_1687_composition	Solution A:	ingredient:485			0.02		g			json		0							original_only	good	Solution A:	SolutionA:		SolutionA:					no_hydration	high		100.0	0.0	100.0	0.2			
dsmz_1687_composition	yeast extract	FOODON:03315426			0.05		ml			json		0							original_only	good	yeast extract	yeastextract		yeastextract					no_hydration	high		100.0	0.0	100.0	0.5			
dsmz_1688_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	0.45		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	4.5			
dsmz_1688_composition	Ca(NO3)2 x 4 H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3	0.015		g			json		4							original_only	good	Ca(NO3)2	Ca(NO3)2		Ca(NO3)2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	0.087179			no_match
dsmz_1688_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.05		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	0.670691			
dsmz_1688_composition	MgSO4 x 7 H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.5		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	2.028603	CHEBI:31795	magnesium sulfate heptahydrate	label_match
dsmz_1688_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.15		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	1.056041			
dsmz_1688_composition	glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	0.9		g			json		0							original_only	good	glucose	glucose		glucose					no_hydration	high		180.16	0.0	180.16	4.99556			
dsmz_1688_composition	yeast extract	FOODON:03315426			0.1		g			json		0							original_only	good	yeast extract	yeastextract		yeastextract					no_hydration	high		100.0	0.0	100.0	1.0			
dsmz_1689_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	1.0		g			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Cobalamin (B12)	CHEBI:28911	cob(III)alamin	C62H88CoN13O14P	1.0		g			json		0							original_only	good	Cobalamin (B12)	Cobalamin(B12)		Cobalamin(B12)					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	CuCl2*2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O	1.0		g			json		0							original_only	good	CuCl2*2H2O	CuCl2*2H2O		CuCl2*2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Folic acid	CHEBI:27470	folic acid	C19H19N7O6	1.0		g			json		0							original_only	good	Folic acid	Folicacid		Folicacid					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	1.0		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Na2MoO4*2H2O	CHEBI:75213	sodium molybdate dihydrate	2H2O.MoO4.2Na	2.0		M			json		0							original_only	good	Na2MoO4*2H2O	Na2MoO4*2H2O		Na2MoO4*2H2O					no_hydration	high		100.0	0.0	100.0	20.0			
dsmz_1689_composition	Na2SeO4	CHEBI:32149	sodium sulfate	2Na.O4S	1.0		g			json		0							original_only	good	Na2SeO4	Na2SeO4		Na2SeO4					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Na2WO4*2H2O	CHEBI:63939	sodium tungstate dihydrate	2H2O.2Na.O4W	1.0		g			json		0							original_only	good	Na2WO4*2H2O	Na2WO4*2H2O		Na2WO4*2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Nicotinic acid (PP)	CHEBI:15940	nicotinic acid	C6H5NO2	1.0		g			json		0							original_only	good	Nicotinic acid (PP)	Nicotinicacid(PP)		Nicotinicacid(PP)					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Riboflavine (B2)	CHEBI:17015	riboflavin	C17H20N4O6	1.0		g			json		0							original_only	good	Riboflavine (B2)	Riboflavine(B2)		Riboflavine(B2)					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	Thiamine (B1)	CHEBI:18385	thiamine(1+)	C12H17N4OS	1.0		g			json		0							original_only	good	Thiamine (B1)	Thiamine(B1)		Thiamine(B1)					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	ZnSO4*7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	1.0		g			json		0							original_only	good	ZnSO4*7H2O	ZnSO4*7H2O		ZnSO4*7H2O					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1689_composition	mg	PubChem:5462224			1.0		g			json		0							original_only	good	mg	mg		mg					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1691_composition	D-Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	2.5		g			json		0							original_only	good	D-Glucose	D-Glucose		D-Glucose					no_hydration	high		100.0	0.0	100.0	25.0			
dsmz_1694_composition	CaCl 2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.15		g			json		2							original_only	good	CaCl 2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	high		110.98	36.03	147.01	1.020339			no_match
dsmz_1694_composition	Casamino acids	CHEBI:78020	heptacosanoate	C27H53O2	0.15		g			json		0							original_only	good	Casamino acids	Casaminoacids		Casaminoacids					no_hydration	high		100.0	0.0	100.0	1.5			
dsmz_1694_composition	CuCl 2 x 2 H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O	2.0		mg			json		2							original_only	good	CuCl 2	CuCl2		CuCl2.2H2O					hydrate_pattern	high		100.0	36.03	136.03	14.702639			no_match
dsmz_1694_composition	FeCl 2 x 4 H2O	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O	1.5		g			json		4							original_only	good	FeCl 2	FeCl2		FeCl2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	8.717889			no_match
dsmz_1694_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	0.45		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	4.5			
dsmz_1694_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	6.0		mg			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	60.0			
dsmz_1694_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	6.706908			
dsmz_1694_composition	MgCl 2 x 6 H2O	KEGG:C07755			0.62		g			json		6							original_only	good	MgCl 2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	3.04968			no_match
dsmz_1694_composition	MnCl 2 x 4 H2O	PubChem:30200			100.0		mg			json		4							original_only	good	MnCl 2	MnCl2		MnCl2.4H2O					hydrate_pattern	high		100.0	72.06	172.06	581.192607			no_match
dsmz_1694_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.25		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	4.673771			
dsmz_1694_composition	Na2MoO4 x 2 H2O	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	36.0		mg			json		2							original_only	good	Na2MoO4	Na2MoO4		Na2MoO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	264.647504			no_match
dsmz_1694_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	1.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	17.111567			
dsmz_1694_composition	NiCl 2 x 6 H2O	ingredient:2003			24.0		mg			json		6							original_only	good	NiCl 2	NiCl2		NiCl2.6H2O	CHEBI:34887				hydrate_pattern	high		129.6	108.09	237.69	100.971854			no_match
dsmz_1694_composition	Yeast extract	FOODON:03315426			0.15		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	1.5			
dsmz_1694_composition	ZnCl 2	CHEBI:49976	zinc dichloride	2Cl.Zn	70.0		mg			json		0							original_only	good	ZnCl 2	ZnCl2		ZnCl2					no_hydration	high		100.0	0.0	100.0	700.0			
dsmz_1695_composition	HEPES	CHEBI:46756	HEPES		2.38		g			json		0							original_only	good	HEPES	HEPES		HEPES					no_hydration	high		100.0	0.0	100.0	23.8			
dsmz_1696_composition	MgCl2  x 6 H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.1		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	0.491884			no_match
dsmz_1696_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	50.0		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	500.0			
dsmz_1696_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
dsmz_1696_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	60.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	600.0			
dsmz_1697_composition	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.25		g			json		2							original_only	good	CaCl2	CaCl2		CaCl2.2H2O	CHEBI:3312				hydrate_pattern	very_high		110.98	36.03	147.01	1.700565			no_match
dsmz_1697_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	20.0		ml			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	200.0			
dsmz_1697_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.14		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	1.877934			
dsmz_1697_composition	MgCl2 x 6 H2O	CHEBI:6636	magnesium dichloride	2Cl.Mg	2.5		g			json		6							original_only	good	MgCl2	MgCl2		MgCl2.6H2O					hydrate_pattern	high		95.21	108.09	203.3	12.297098	CHEBI:86345	magnesium dichloride hexahydrate	label_match
dsmz_1697_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	1.0		ml			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	18.695083			
dsmz_1697_composition	Na2S2O3 x 5 H2O	CHEBI:32150	sodium thiosulfate pentahydrate	5H2O.2Na.O3S2	980.0		ml			json		5							original_only	good	Na2S2O3	Na2S2O3		Na2S2O3.5H2O					hydrate_pattern	high		100.0	90.075	190.075	5155.859529			no_match
dsmz_1697_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.45		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	3.168122			
dsmz_1697_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	1.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	17.111567			
dsmz_1697_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	1.0		ml			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1698_composition	Casamino acids	CHEBI:78020	heptacosanoate	C27H53O2	1.0		g			json		0							original_only	good	Casamino acids	Casaminoacids		Casaminoacids					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1698_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	1.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	10.0			
dsmz_1698_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.6		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	6.0			
dsmz_1698_composition	MES acids	CHEBI:39005			3.9		g			json		0							original_only	good	MES acids	MESacids		MESacids					no_hydration	high		100.0	0.0	100.0	39.0			
dsmz_1698_composition	MgSO4 x 7 H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.1		g			json		7							original_only	good	MgSO4	MgSO4		MgSO4.7H2O	CHEBI:32599				hydrate_pattern	very_high		120.37	126.105	246.475	0.405721	CHEBI:31795	magnesium sulfate heptahydrate	label_match
